,time,corr,median
0,0.0,0.23684073984622955,0.2250211238861084
1,2.0074010791366907,0.19921204447746277,0.2250211238861084
2,4.0148021582733815,0.20436590909957886,0.2250211238861084
3,6.022203237410072,0.2250211238861084,0.2250211238861084
4,8.029604316546763,0.6904782652854919,0.6708656549453735
5,10.037005395683455,0.6708656549453735,0.6904782652854919
6,12.044406474820144,0.8781653642654419,0.7517173886299133
7,14.051807553956834,0.7517173886299133,0.8578985929489136
8,16.059208633093526,0.8578985929489136,0.8578985929489136
9,18.066609712230218,0.9018953442573547,0.7517173886299133
10,20.07401079136691,0.6321768760681152,0.6321768760681152
11,22.081411870503597,0.6321768760681152,0.6321768760681152
12,24.08881294964029,0.6013519167900085,0.6321768760681152
13,26.09621402877698,0.7256780862808228,0.6321768760681152
14,28.10361510791367,0.7181656956672668,0.6013519167900085
15,30.11101618705036,0.24390491843223572,0.24390491843223572
16,32.11841726618705,0.2277444750070572,0.2277444750070572
17,34.125818345323744,0.2277444750070572,0.2277444750070572
18,36.133219424460435,0.2244473397731781,0.2277444750070572
19,38.14062050359713,0.25187790393829346,0.25187790393829346
20,40.14802158273382,0.6708984375,0.6708984375
21,42.1554226618705,0.7141444087028503,0.7141444087028503
22,44.162823741007195,0.7166891098022461,0.7166891098022461
23,46.170224820143886,0.8909304738044739,0.8775214552879333
24,48.17762589928058,0.8775214552879333,0.8909304738044739
25,50.18502697841727,0.9107282161712646,0.9107282161712646
26,52.19242805755396,0.9152070879936218,0.9107282161712646
27,54.19982913669065,0.9152070879936218,0.9107282161712646
28,56.20723021582734,0.891393780708313,0.891393780708313
29,58.21463129496403,0.7431310415267944,0.891393780708313
30,60.22203237410072,0.8549085855484009,0.8549085855484009
31,62.22943345323741,0.9004235863685608,0.8549085855484009
32,64.2368345323741,0.8383805751800537,0.891393780708313
33,66.24423561151079,0.8919318318367004,0.891393780708313
34,68.25163669064749,0.891393780708313,0.8781653642654419
35,70.25903776978417,0.8738373517990112,0.8831899762153625
36,72.26643884892087,0.8781653642654419,0.8831899762153625
37,74.27383992805755,0.8831899762153625,0.8831899762153625
38,76.28124100719425,0.8875406384468079,0.8831899762153625
39,78.28864208633094,0.8925427198410034,0.8831899762153625
40,80.29604316546764,0.7092730402946472,0.8681000471115112
41,82.30344424460432,0.8681000471115112,0.8681000471115112
42,84.310845323741,0.8681000471115112,0.8681000471115112
43,86.3182464028777,0.8958870768547058,0.8681000471115112
44,88.32564748201439,0.8958870768547058,0.884709358215332
45,90.33304856115109,0.797950029373169,0.884709358215332
46,92.34044964028777,0.884709358215332,0.8415577411651611
47,94.34785071942447,0.8415577411651611,0.83775794506073
48,96.35525179856116,0.83775794506073,0.83775794506073
49,98.36265287769784,0.8115715980529785,0.8115715980529785
50,100.37005395683454,0.7885518670082092,0.8115715980529785
51,102.37745503597122,0.6966326236724854,0.7885518670082092
52,104.38485611510792,0.830414354801178,0.7885518670082092
53,106.3922571942446,0.6848608255386353,0.830414354801178
54,108.3996582733813,0.8781653046607971,0.8703741431236267
55,110.40705935251799,0.8722183704376221,0.8703741431236267
56,112.41446043165467,0.8703741431236267,0.8703741431236267
57,114.42186151079137,0.6345155239105225,0.830414354801178
58,116.42926258992806,0.6981179118156433,0.830414354801178
59,118.43666366906476,0.830414354801178,0.830414354801178
60,120.44406474820144,0.8819487690925598,0.8630589246749878
61,122.45146582733814,0.8719443678855896,0.8719443678855896
62,124.45886690647482,0.8630589246749878,0.874607503414154
63,126.46626798561152,0.874607503414154,0.8719443678855896
64,128.4736690647482,0.882533609867096,0.8637372851371765
65,130.4810701438849,0.860218346118927,0.874607503414154
66,132.48847122302158,0.8637372851371765,0.8637372851371765
67,134.4958723021583,0.8839157819747925,0.860218346118927
